INFO      :  __main__ - client - get_connect - 2021-06-02 09:33:10,827 Клиент <socket.socket fd=424, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52689), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:32:17,230 Клиент <socket.socket fd=312, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52938), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:32:37,377 Клиент <socket.socket fd=400, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57254), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:33:00,446 Клиент <socket.socket fd=296, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57288), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:33:00,447 Клиент <socket.socket fd=364, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57289), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:35:54,909 Клиент <socket.socket fd=356, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 60068), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:37:40,684 Клиент <socket.socket fd=388, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 51492), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:39:03,713 Клиент <socket.socket fd=308, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54790), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:39:03,724 Клиент <socket.socket fd=300, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54791), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:39:03,741 Клиент <socket.socket fd=312, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54792), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:39:03,743 Клиент <socket.socket fd=304, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54793), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:39:03,757 Клиент <socket.socket fd=388, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54795), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:39:23,404 Клиент <socket.socket fd=356, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 51791), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:39:23,421 Клиент <socket.socket fd=364, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 51792), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:39:23,423 Клиент <socket.socket fd=460, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 51793), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:39:23,428 Клиент <socket.socket fd=308, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 51794), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:39:23,434 Клиент <socket.socket fd=412, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 51795), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:12,331 Клиент <socket.socket fd=376, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54052), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:13,077 Клиент <socket.socket fd=472, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54053), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:13,125 Клиент <socket.socket fd=388, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54054), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:13,141 Клиент <socket.socket fd=352, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54055), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:13,144 Клиент <socket.socket fd=404, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54056), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:13,174 Клиент <socket.socket fd=368, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54057), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:29,876 Клиент <socket.socket fd=428, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 61718), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:31,836 Клиент <socket.socket fd=340, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 61721), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:31,863 Клиент <socket.socket fd=384, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 61723), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:31,863 Клиент <socket.socket fd=440, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 61722), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:31,865 Клиент <socket.socket fd=424, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 61724), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:32,649 Клиент <socket.socket fd=436, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 61760), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:33,807 Клиент <socket.socket fd=416, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 61792), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:33,808 Клиент <socket.socket fd=396, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 61851), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:33,808 Клиент <socket.socket fd=156, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 61852), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:35,958 Клиент <socket.socket fd=392, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52112), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:36,400 Клиент <socket.socket fd=332, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52065), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:36,755 Клиент <socket.socket fd=396, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 61919), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:36,863 Клиент <socket.socket fd=320, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52183), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:36,924 Клиент <socket.socket fd=424, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52186), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:37,004 Клиент <socket.socket fd=432, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52064), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:37,052 Клиент <socket.socket fd=372, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52118), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:37,098 Клиент <socket.socket fd=264, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52128), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:37,099 Клиент <socket.socket fd=408, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52160), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:37,099 Клиент <socket.socket fd=380, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52161), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:37,099 Клиент <socket.socket fd=384, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52163), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:37,100 Клиент <socket.socket fd=316, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52162), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:37,100 Клиент <socket.socket fd=420, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52164), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:37,100 Клиент <socket.socket fd=352, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52165), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:37,100 Клиент <socket.socket fd=360, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52166), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:37,100 Клиент <socket.socket fd=380, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52167), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:37,100 Клиент <socket.socket fd=376, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52169), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:37,101 Клиент <socket.socket fd=380, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52170), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:37,606 Клиент <socket.socket fd=476, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52203), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:37,651 Клиент <socket.socket fd=420, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52119), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:37,653 Клиент <socket.socket fd=312, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52121), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:37,653 Клиент <socket.socket fd=412, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52122), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:37,664 Клиент <socket.socket fd=404, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52127), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:37,664 Клиент <socket.socket fd=400, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52108), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:38,601 Клиент <socket.socket fd=476, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52178), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:38,602 Клиент <socket.socket fd=352, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52192), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:38,602 Клиент <socket.socket fd=416, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52193), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:38,602 Клиент <socket.socket fd=364, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52194), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:38,602 Клиент <socket.socket fd=372, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52195), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:38,602 Клиент <socket.socket fd=388, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52196), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:38,602 Клиент <socket.socket fd=420, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52197), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:38,603 Клиент <socket.socket fd=416, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52198), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:38,603 Клиент <socket.socket fd=392, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52199), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:38,603 Клиент <socket.socket fd=380, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52200), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:38,603 Клиент <socket.socket fd=344, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52201), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:38,603 Клиент <socket.socket fd=296, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52202), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:39,393 Клиент <socket.socket fd=360, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55282), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:39,398 Клиент <socket.socket fd=400, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52187), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:39,399 Клиент <socket.socket fd=392, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52188), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:39,399 Клиент <socket.socket fd=460, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52189), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:39,603 Клиент <socket.socket fd=376, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55278), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:39,869 Клиент <socket.socket fd=412, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55290), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:39,980 Клиент <socket.socket fd=380, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55293), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:40,124 Клиент <socket.socket fd=316, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55297), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:40,259 Клиент <socket.socket fd=384, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55301), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:40,319 Клиент <socket.socket fd=304, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55305), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:40,419 Клиент <socket.socket fd=416, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55309), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:40,689 Клиент <socket.socket fd=332, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55314), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:40,777 Клиент <socket.socket fd=312, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55320), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:40,993 Клиент <socket.socket fd=304, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55306), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:40,993 Клиент <socket.socket fd=392, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55307), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:41,233 Клиент <socket.socket fd=364, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55331), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:41,477 Клиент <socket.socket fd=464, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55333), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:41,689 Клиент <socket.socket fd=376, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55291), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:41,791 Клиент <socket.socket fd=400, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55340), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:41,996 Клиент <socket.socket fd=436, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55343), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:42,101 Клиент <socket.socket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55334), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:42,102 Клиент <socket.socket fd=356, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55285), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:42,102 Клиент <socket.socket fd=444, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55286), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:42,102 Клиент <socket.socket fd=360, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55287), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:42,102 Клиент <socket.socket fd=436, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55300), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:42,102 Клиент <socket.socket fd=388, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55302), raddr=('127.0.0.1', 7777)> запущен
